index,singer,time,lyric,song
260,高进、大壮,4:02," 
                       [00:00.27]高进、大壮 - 本色英雄(电影《英雄本色2018》兄弟版推广曲)
[00:04.25]作词：高进
[00:04.90]作曲：高进
[00:05.56]编曲：苏宏亮
[00:07.32]缩混：王路遥
[00:08.18]录音：丁晨泽
[00:09.28]录音棚：2496 Top Music Studio(北京)
[00:14.09]大壮：男人不该说累
[00:19.05]今夜不醉不归
[00:22.98]就让这样的路
[00:25.79]陪我从白走到黑
[00:29.54]高进：男人不该说痛
[00:35.08]痛也只能自己去流泪
[00:39.39]就这样吧
[00:41.81]反正要面对
[00:46.04]大壮：生命中有几次感动
[00:51.02]有你在我就会觉得不同
[00:54.40]高进：年复一年何去何从
[00:57.81]你都扮演我的本色英雄
[01:01.44]合：兄弟只要一条心
[01:06.03]齐力过海浪淘金
[01:10.37]世界在变
[01:12.23]唯有不变兄弟情
[01:17.71]兄弟只要一条心
[01:21.53]英雄何处凡人中
[01:25.76]只要有你在
[01:27.78]一起完成最初的梦
[01:31.42]高进：男人不该说累
[01:36.43]今夜不醉不归
[01:40.30]就让这样的路
[01:43.27]陪我从白走到黑
[01:47.20]大壮：男人不该说痛
[01:52.52]痛也只能自己去流泪
[01:56.82]就这样吧
[01:59.28]反正要面对
[02:03.84]高进：生命中有几次感动
[02:08.38]有你在我就会觉得不同
[02:11.70]大壮：年复一年何去何从
[02:15.11]你都扮演我的本色英雄
[02:19.00]合：兄弟只要一条心
[02:23.51]齐力过海浪淘金
[02:27.70]世界在变
[02:29.73]唯有不变兄弟情
[02:35.02]兄弟只要一条心
[02:38.87]英雄何处凡人中
[02:43.18]只要有你在
[02:45.14]一起完成最初的梦
[03:20.84]合：兄弟只要一条心
[03:25.27]齐力过海浪淘金
[03:29.66]世界在变
[03:31.67]唯有不变兄弟情
[03:36.95]兄弟只要一条心
[03:40.83]英雄何处凡人中
[03:45.14]只要有你在
[03:47.11]一起完成最初的梦
[03:52.90]只要有你在
[03:54.92]一起完成最初的梦

                    ",本色英雄
259,冷漠、杨小曼,4:43," 
                       [00:00.60]冷漠、杨小曼 - 我爱你胜过你爱我
[00:01.60]词：笑天
[00:02.60]曲：笑天
[00:17.86]女:请别说爱上我是一个错
[00:23.22]哪怕注定没结果
[00:26.73]我不是故意对你冷漠
[00:30.18]也不想让你难过
[00:33.73]也许我太过自我
[00:37.33]让你受尽了折磨
[00:40.84]我现在只想对你说
[00:43.99]我爱你胜过你爱我
[00:47.76]男:如何快乐 怎么快乐
[00:55.84]窗外在下着雨
[00:59.39]我的眼泪 在滴
[01:02.92]爱一个人
[01:06.53]如何能抓住她的心
[01:09.97]天长地久到白头
[01:18.82]难过的时候
[01:21.15]我学会了独自承受
[01:25.89]为什么你变得不再温柔
[01:32.92]想你的时候
[01:35.28]你是否也能感受
[01:40.01]爱错了你 也不回头
[01:43.96]女:请别说爱上我是一个错
[01:49.62]哪怕注定没结果
[01:53.19]我不是故意对你冷漠
[01:56.68]也不想让你难过
[02:00.31]也许我太过自我
[02:03.78]让你受尽了折磨
[02:07.23]我现在只想对你说
[02:10.48]我爱你胜过你爱我
[02:41.59]男:如何快乐 怎么快乐
[02:50.55]窗外在下着雨
[02:54.15]我的眼泪 在滴
[02:57.66]爱一个人
[03:01.17]如何能抓住她的心
[03:04.72]天长地久到白头
[03:13.56]难过的时候
[03:15.96]我学会了独自承受
[03:20.58]为什么你变得不再温柔
[03:27.64]想你的时候
[03:29.94]你是否也能感受
[03:34.73]爱错了你 也不回头
[03:38.34]女:请别说爱上我是一个错
[03:44.25]哪怕注定没结果
[03:47.93]我不是故意对你冷漠
[03:51.38]也不想让你难过
[03:54.89]也许我太过自我
[03:58.52]让你受尽了折磨
[04:01.98]我现在只想对你说
[04:05.19]我爱你胜过你爱我
[04:11.19]我现在只想对你说
[04:14.78]我爱你胜过你爱我

                    ",我爱你胜过你爱我
257,邓丽君,3:44," 
                       [00:01.11]邓丽君 - 漫步人生路
[00:03.06]词：郑国江
[00:04.06]曲：中島みゆき
[00:25.75]在你身边
[00:27.71]路虽远 末疲倦
[00:30.87]伴你漫行
[00:32.33]一段接一段
[00:36.45]越过高峰
[00:38.31]另一峰却又见
[00:41.52]目标推远
[00:43.08]让理想永远在前面
[00:47.20]路纵崎岖
[00:48.95]亦不怕受磨练
[00:52.16]愿一生中
[00:53.72]苦痛快乐也体验
[00:57.68]愉快悲哀
[00:59.73]在身边转又转
[01:02.73]风中赏雪 雾里赏花
[01:05.69]快乐回旋
[01:07.80]无用计较
[01:09.76]快欣赏身边
[01:11.16]美丽每一天
[01:13.01]还愿确信
[01:15.02]美景良辰在脚边
[01:18.86]愿将欢笑声
[01:21.01]盖掩苦痛那一面
[01:23.73]悲也好 喜也好
[01:26.34]每天找到新发现
[01:29.10]让疾风 吹呀吹
[01:31.71]尽管给我俩考验
[01:34.42]小雨点 放心洒
[01:37.18]早已决心向着前
[02:06.31]路纵崎岖
[02:07.91]亦不怕受磨练
[02:10.88]愿一生中
[02:12.53]苦痛快乐也体验
[02:16.61]愉快悲哀
[02:18.56]在身边转又转
[02:21.67]风中赏雪 雾里赏花
[02:24.62]快乐回旋
[02:26.62]无用计较
[02:28.47]快欣赏身边
[02:29.93]美丽每一天
[02:31.88]还愿确信
[02:33.83]美景良辰在脚边
[02:37.60]愿将欢笑声
[02:39.90]盖掩苦痛那一面
[02:42.60]悲也好 喜也好
[02:45.36]每天找到新发现
[02:48.01]让疾风吹呀吹
[02:50.67]尽管给我俩考验
[02:53.32]小雨点 放心洒
[02:55.93]早已决心向着前

                    ",漫步人生路
256,郑源,5:00," 
                       [00:00.40]郑源 - 爱情码头
[00:01.77]作词：张超
[00:02.73]作曲：张超
[00:22.93]到底我该怎么说
[00:25.32]你才真的明白我
[00:27.96]这颗心
[00:29.18]一直留在你心窝
[00:33.45]追随你我无论天涯海角
[00:36.70]都会陪你过
[00:38.74]陪着你
[00:39.91]仰望冬天的烟火
[00:44.22]如果没有了寂寞
[00:46.56]你也不会再脆弱
[00:49.31]也许思念也会变得很单薄
[00:54.42]你的伤心你的难过
[00:57.32]你会不会对我说
[00:59.96]在今夜
[01:01.18]你会不会想起我
[01:05.49]就算没有了结果
[01:07.82]就算没有了承诺
[01:10.52]用心去爱都有美丽的花朵
[01:15.96]在你心底的角落
[01:18.40]有我守护的执着
[01:21.19]你要答应比我过得更快乐
[01:29.37]只要和你在一起
[01:31.86]还有什么不愿意
[01:34.65]让我一生一世永远保护你
[01:39.66]为了明天的甜蜜
[01:42.50]珍藏最初的约定
[01:45.20]你要相信我在爱情码头
[01:48.65]永远等着你
[01:51.04]只要和你在一起
[01:53.18]没有什么不可以
[01:55.82]让我一生一世永远呵护你
[02:01.12]你就是我的唯一
[02:03.92]唯一不变的真心
[02:06.60]不会让你等到荒芜的花期
[02:32.96]如果没有了寂寞
[02:35.81]你也不会再脆弱
[02:38.52]也许思念也会变得很单薄
[02:44.27]你的伤心你的难过你会不会对我说
[02:49.35]在今夜
[02:50.57]你会不会想起我
[02:54.86]就算没有了结果
[02:57.09]就算没有了承诺
[02:59.85]用心去爱都有美丽的花朵
[03:05.17]在你心底的角落
[03:07.81]有我守护的执着
[03:10.55]你要答应比我过得更快乐
[03:15.83]只要和你在一起
[03:18.57]还有什么不愿意
[03:21.16]让我一生一世永远保护你
[03:26.42]为了明天的甜蜜
[03:29.26]珍藏最初的约定
[03:31.79]你要相信我在爱情码头
[03:35.25]永远等着你
[03:37.38]只要和你在一起
[03:39.87]没有什么不可以
[03:42.56]让我一生一世永远呵护你
[03:48.07]你就是我的唯一
[03:50.46]唯一不变的真心
[03:53.25]不会让你等到荒芜的花期
[03:58.60]只要和你在一起
[04:01.19]没有什么不可以
[04:03.84]让我一生一世永远呵护你
[04:09.59]你就是我的唯一
[04:11.78]唯一不变的真心
[04:14.57]不会让你等到荒芜的花期
[04:20.17]你就是我的唯一
[04:22.55]唯一不变的真心
[04:25.29]不会让你等到荒芜的花期

                    ",爱情码头
258,冷漠,4:24," 
                       [00:00.60]冷漠 - 伤心城市
[00:01.60]词：陈伟
[00:02.60]曲：陈伟
[00:33.99]关于你们之间的故事
[00:37.42]你总有牵强的解释
[00:41.17]我不再想听你的毒誓
[00:44.82]因为这已不是第一次
[00:48.38]你把谎言精心的编织
[00:51.93]我不想再被你伤一次
[00:55.78]早已听惯了你的滥调陈词
[00:59.28]现在回头算不算太迟
[01:07.05]知道她在你心里的位置
[01:13.76]你在梦里喊着她的名字
[01:21.63]把我变成了寂寞的影子
[01:28.33]所有一切往事都将随风远逝
[01:36.23]我想忘掉过去的山盟海誓
[01:42.93]试着习惯没有你的日子
[01:50.64]就要告别这个伤心的城市
[01:57.32]所有一切都将都将重新开始
[02:34.13]知道她在你心里的位置
[02:40.83]你在梦里喊着她的名字
[02:48.54]把我变成了寂寞的影子
[02:55.39]所有一切往事都将随风远逝
[03:02.84]关于你们之间的故事
[03:06.21]你总有牵强的解释
[03:09.95]我不再想听你的毒誓
[03:13.45]因为这已不是第一次
[03:17.35]你把谎言精心的编织
[03:20.65]我不想再被你伤一次
[03:24.35]早已听惯了你的滥调陈词
[03:28.02]现在回头算不算太迟
[03:35.25]关于你们之间的故事
[03:38.85]你总有牵强的解释
[03:42.60]我不再想听你的毒誓
[03:46.13]因为这已不是第一次
[03:49.92]你把谎言精心的编织
[03:53.28]我不想再被你伤一次
[03:57.04]早已听惯了你的滥调陈词
[04:00.64]现在回头算不算太迟

                    ",伤心城市
255,凤飞飞,4:15," 
                       [00:00.00]追梦人 (Live) - 凤飞飞
[00:00.38]词：罗大佑
[00:01.27]曲：罗大佑
[00:31.13]让青春吹动了你的长发
[00:34.48]让它牵引你的梦
[00:39.07]不知不觉这城市的历史
[00:42.86]已记取了你的笑容
[00:47.02]红红心中蓝蓝的天
[00:50.60]是个生命的开始
[00:55.08]春雨不眠
[00:57.04]隔夜的你曾空独眠的日子
[01:02.93]让青春娇艳的花朵
[01:05.98]绽开了深藏的红颜
[01:11.13]飞去飞来的满天的飞絮
[01:14.87]是幻想你的笑脸
[01:19.14]秋来春去红尘中
[01:22.49]谁在宿命里安排
[01:27.16]冰雪不语寒夜的你那难隐藏的光彩
[01:35.09]看我看一眼吧 莫让红颜守空枕
[01:43.16]青春无悔不死 永远的爱人
[01:50.91]让流浪的足迹在荒漠里
[01:54.51]写下永久的回忆
[01:59.13]飘去飘来的笔迹
[02:01.90]是深藏你激情你的心语
[02:07.03]前尘后世轮回中
[02:10.54]谁在声音里徘徊
[02:15.09]痴情笑我凡俗的人世终难解的关怀
[02:55.18]看我看一眼吧 莫让红颜守空枕
[03:03.09]青春无悔不死 永远的爱人
[03:10.87]让流浪的足迹在荒漠里
[03:14.61]写下永久的回忆
[03:19.05]飘去飘来的笔迹
[03:21.88]是深藏你激情你的心语
[03:26.99]前尘后世轮回中
[03:30.49]谁在声音里徘徊
[03:35.09]痴情笑我凡俗的人世终难解的关怀
[03:43.11]冰雪不语寒夜的你那难隐藏的光彩

                    ",追梦人 (Live)
254,南宫嘉骏,4:50," 
                       [00:00.41]南宫嘉骏 - 回忆总想哭
[00:02.28]作词：姜玉阳
[00:03.45]作曲：姜玉阳
[00:28.58]常常习惯性地想你的需要
[00:34.55]不知你现在可好
[00:39.67]换你一个微笑
[00:42.72]我愿为爱乞讨
[00:45.90]愿永远做你的依靠
[00:53.09]果然没有爱也没有了烦恼
[00:59.20]只是记忆抹不掉
[01:04.29]你烫过的衣服
[01:07.41]仿佛还有温度
[01:10.48]却抵挡不了我寒冷孤独
[01:16.95]回忆总想哭
[01:19.74]一个人太孤独
[01:22.48]这段情千山万水却迷了路
[01:28.52]千辛万苦的付出
[01:31.57]早已放弃了归路
[01:34.61]爱到深处却只剩下无助
[01:41.57]回忆总想哭
[01:44.36]一个人的幸福
[01:47.01]就在你最后给我那些叮嘱
[01:53.23]爱如何形同陌路
[01:56.27]你走有你走的苦
[01:59.29]怎知你走以后不会为我哭
[02:31.72]果然没有爱也没有了烦恼
[02:37.72]只是记忆抹不掉
[02:42.75]你烫过的衣服
[02:45.67]仿佛还有温度
[02:48.94]却抵挡不了我寒冷孤独
[02:55.44]回忆总想哭
[02:58.23]一个人太孤独
[03:00.89]这段情千山万水却迷了路
[03:06.98]千辛万苦的付出
[03:09.98]早已放弃了归路
[03:13.15]爱到深处却只剩下无助
[03:20.05]回忆总想哭
[03:22.69]一个人的幸福
[03:25.47]就在你最后给我那些叮嘱
[03:31.67]爱如何形同陌路
[03:34.72]你走有你走的苦
[03:37.76]怎知你走以后不会为我哭
[03:50.79]回忆总想哭
[03:53.58]一个人太孤独
[03:56.25]这段情千山万水却迷了路
[04:02.39]千辛万苦的付出
[04:05.39]早已放弃了归路
[04:08.53]爱到深处却只剩下无助
[04:15.44]回忆总想哭
[04:18.13]一个人的幸福
[04:20.87]就在你最后给我那些叮嘱
[04:26.97]爱如何形同陌路
[04:30.05]你走有你走的苦
[04:33.09]怎知你走以后不会为我哭
[04:39.14]怎知你走以后不会为我哭

                    ",回忆总想哭
249,张冬玲,3:48," 
                       [00:00.20]张冬玲 - 花开的时候你就来看我
[00:02.20]作词：陈伟
[00:03.06]作曲：陈伟
[00:04.78]编曲：牛侠、吉他、牛侠
[00:06.43]录音：王飞
[00:07.55]伴唱：梦然
[00:08.48]混音：阿KEN
[00:10.55]制作人：陈伟
[00:19.64]翻几座高山 趟几条长河
[00:24.21]才能找到我 梦中的辽阔
[00:28.86]风那么一吹 雨那么一落
[00:33.45]漫山遍野就开满七色的烟火
[00:38.10]喝几碗烈酒 唱几首情歌
[00:42.74]温暖着你我 心中的蹉跎
[00:47.34]天那么的蓝 地那么的宽
[00:51.98]策马扬鞭别错过远方的传说
[00:58.87]花开的时候你就来看我
[01:03.57]等你来摘 最美的那一朵
[01:08.04]月起的时候 点燃了篝火
[01:12.71]你会看见 最炽热的眼波
[01:17.30]花开的时候你就来看我
[01:22.09]别等花落 只留下了寂寞
[01:26.48]不要辜负这 如火的春色
[01:31.13]我的温柔 比那花儿还要多
[01:54.31]喝几碗烈酒 唱几首情歌
[01:58.91]温暖着你我 心中的蹉跎
[02:03.46]天那么的蓝 地那么的宽
[02:08.06]策马扬鞭别错过远方的传说
[02:14.96]花开的时候你就来看我
[02:19.61]等你来摘 最美的那一朵
[02:24.26]月起的时候 点燃了篝火
[02:28.81]你会看见 最炽热的眼波
[02:33.46]花开的时候你就来看我
[02:38.16]别等花落 只留下了寂寞
[02:42.66]不要辜负这 如火的春色
[02:47.31]我的温柔 比那花儿还要多
[02:51.92]花开的时候你就来看我
[02:56.67]等你来摘 最美的那一朵
[03:01.20]月起的时候 点燃了篝火
[03:05.71]你会看见 最炽热的眼波
[03:10.36]花开的时候你就来看我
[03:14.96]别等花落 只留下了寂寞
[03:19.54]不要辜负这 如火的春色
[03:24.19]我的温柔 比那花儿还要多
[03:28.82]我的温柔 比那花儿还要多

                    ",花开的时候你就来看我
464,十二大美女,4:12," 
                       [00:00.69]十二大美女 - 爱情骗子我问你
[00:03.16]作词：蒋锦鸿
[00:04.21]作曲：俞隆华
[00:26.29]讲什么我亲像天顶的仙女
[00:33.65]讲什么我亲像古早的西施
[00:41.32]讲什么你爱我千千万万年
[00:49.21]讲什么你爱我袂来变心意
[00:56.55]原来你是花言巧语
[01:00.25]真情乎你骗骗去
[01:04.06]原来你是空嘴薄舌
[01:07.86]达到目的做你去
[01:14.80]啊我问你
[01:22.25]啊我问你
[01:28.88]你的良心到底在那里
[01:44.11]讲什么我亲像天顶的仙女
[01:51.62]讲什么我亲像古早的西施
[01:59.22]讲什么你爱我千千万万年
[02:06.77]讲什么你爱我袂来变心意
[02:14.48]原来你是花言巧语
[02:18.18]真情乎你骗骗去
[02:22.04]原来你是空嘴薄舌
[02:25.81]达到目的做你去
[02:32.79]啊我问你
[02:40.19]啊我问你
[02:47.19]你的良心到底在那里
[03:09.66]讲什么你爱我千千万万年
[03:17.19]讲什么你爱我袂来变心意
[03:24.84]原来你是花言巧语
[03:28.60]真情乎你骗骗去
[03:32.45]原来你是空嘴薄舌
[03:36.20]达到目的做你去
[03:43.30]啊我问你
[03:50.50]啊我问你
[03:57.25]你的良心到底在那里

                    ",爱情骗子我问你
247,周杰伦,4:29," 
                       [00:00.18]周杰伦 - 晴天
[00:01.52]词：周杰伦
[00:02.64]曲：周杰伦
[00:29.39]故事的小黄花
[00:32.64]从出生那年就飘着
[00:36.19]童年的荡秋千
[00:39.93]随记忆一直晃到现在
[00:42.99]Re So So Si Do Si La
[00:46.11]So La Si Si Si Si La Si La So
[00:49.79]吹着前奏望着天空
[00:53.35]我想起花瓣试着掉落
[00:56.78]为你翘课的那一天
[00:59.03]花落的那一天
[01:00.65]教室的那一间
[01:02.21]我怎么看不见
[01:04.02]消失的下雨天
[01:05.71]我好想再淋一遍
[01:09.95]没想到失去的勇气我还留着
[01:16.13]好想再问一遍
[01:17.87]你会等待还是离开
[01:24.74]刮风这天我试过握着你手
[01:30.42]但偏偏雨渐渐大到我看你不见
[01:38.84]还要多久我才能在你身边
[01:45.40]等到放晴的那天也许我会比较好一点
[01:52.76]从前从前有个人爱你很久
[01:58.50]但偏偏风渐渐把距离吹得好远
[02:06.74]好不容易又能再多爱一天
[02:13.35]但故事的最后你好像还是说了拜拜
[02:35.00]为你翘课的那一天
[02:36.75]花落的那一天
[02:38.63]教室的那一间
[02:40.31]我怎么看不见
[02:42.05]消失的下雨天
[02:43.74]我好想再淋一遍
[02:47.98]没想到失去的勇气我还留着
[02:54.53]好想再问一遍
[02:55.97]你会等待还是离开
[03:02.77]刮风这天我试过握着你手
[03:08.45]但偏偏雨渐渐大到我看你不见
[03:16.87]还要多久我才能在你身边
[03:23.49]等到放晴的那天也许我会比较好一点
[03:30.91]从前从前有个人爱你很久
[03:37.03]偏偏风渐渐把距离吹得好远
[03:44.77]好不容易又能再多爱一天
[03:51.07]但故事的最后你好像还是说了拜拜
[03:59.62]刮风这天我试过握着你手
[04:02.05]但偏偏雨渐渐大到我看你不见
[04:05.44]还要多久我才能够在你身边
[04:08.99]等到放晴那天也许我会比较好一点
[04:12.86]从前从前有个人爱你很久
[04:15.86]但偏偏雨渐渐把距离吹得好远
[04:19.29]好不容易又能再多爱一天
[04:22.79]但故事的最后你好像还是说了拜

                    ",晴天
248,吴亦凡、赵丽颖,4:04," 
                       [00:00.16]吴亦凡、赵丽颖 - 想你
[00:01.84]作词：吴亦凡
[00:02.80]作曲：吴亦凡
[00:03.81]编曲：颜小健、吴亦凡、Kevin Shin
[00:06.10]制作人：吴亦凡、Kevin Shin
[00:13.06]想你想你想着你 有些模糊记忆
[00:18.33]看你看你看着你 藏在心中秘密
[00:23.66]我等你等你等着你 想和你在一起
[00:29.18]是你是你就是你 记住你的气息
[00:35.10]看着你的照片 不知过了多少时间
[00:38.81]我该用什么字眼
[00:40.58]有些事是否改变 那断了线的誓言
[00:43.37]离开我的世界 爱情从未实现
[00:45.81]害怕模糊了视线
[00:47.43]想记住关于你一切
[00:48.80]在别人眼中我们是多密切
[00:51.28]有些人有些事怕不够时间
[00:53.88]有些情有些字没表达准确
[00:55.63]但已经逝去的季节 我还想在你身边
[00:58.66]不知深秋的深浅 我能否在你跟前
[01:01.39]放不下心中的纠结 就像你最爱的球鞋
[01:03.95]忘不了你给的誓言 曾几何时多少日夜
[01:07.51]我想我正在想着你
[01:09.95]没你不适应
[01:12.74]我想我只想抱着你
[01:15.32]你就是唯一
[01:17.86]我和你的关系 问你是否愿意
[01:23.07]隔着遥远距离 我为你着迷 无法舍弃
[01:28.71]我和你都在原地 为何总是逃避
[01:33.76]即使这世界充满猜疑
[01:36.35]我却只在乎你 只想和你
[01:39.54]想你想你想着你 有些模糊记忆
[01:44.62]看你看你看着你 藏在心中秘密
[01:49.84]我等你等你等着你 想和你在一起
[01:55.46]是你是你就是你 记住你的气息
[02:01.43]时间走着滴答滴 有些感情你压低
[02:04.73]懂爱的人更是一大批
[02:06.71]结局谁看清 离别时哪一句
[02:09.19]思绪 延续 回首是否还会有你
[02:12.19]爱情里谁愿意谦虚
[02:13.85]环绕你四周 更不是为了把你骗取
[02:17.44]为了你我可以诗情画意
[02:19.76]为了你也可以用尽力气
[02:22.34]我 爱你上瘾 也 怕你伤心
[02:25.08]有些事情不会放弃即便滑稽
[02:27.72]为了讨你开心想着各种话题
[02:30.41]即使淋着大雨我像鲨鱼从不畏惧保护着你
[02:33.75]我想我不能没有你
[02:36.37]没办法舍去
[02:39.01]我想我只想陪着你
[02:41.65]一直走下去
[02:44.29]无法控制情绪 表达我的言语
[02:49.38]偶尔想告诉你 有个人他很想你
[02:54.99]无法控制情绪 表达我的言语
[03:00.27]爱像一场电影 别把我放在背景
[03:05.81]我和你的关系 问你是否愿意
[03:10.88]隔着遥远距离 我为你着迷 无法舍弃
[03:16.51]我和你都在原地 为何总是逃避
[03:21.68]即使这世界充满猜疑
[03:24.23]我却只在乎你 只想和你
[03:27.22]想你想你想着你 有些模糊记忆
[03:32.50]看你看你看着你 藏在心中秘密
[03:37.78]我等你等你等着你 想和你在一起
[03:43.33]是你是你就是你 记住你的气息

                    ",想你
463,张靓颖,7:12," 
                       [00:00.60]张靓颖 - 画心
[00:01.60]词：陈少琪
[00:02.60]曲：藤原育郎
[01:05.89]看不穿是你失落的魂魄
[01:12.74]猜不透是你瞳孔的颜色
[01:19.55]一阵风一场梦
[01:22.81]爱如生命般莫测
[01:26.17]你的心到底被什么蛊惑
[01:33.09]你的轮廓在黑夜之中淹没
[01:40.22]看桃花开出怎样的结果
[01:46.95]看着你抱着我
[01:50.16]目光似月色寂寞
[01:53.77]就让你在别人怀里快乐
[02:00.96]爱着你像心跳难触摸
[02:07.44]画着你画不出你的骨骼
[02:14.36]记着你的脸色
[02:17.71]是我等你的执着
[02:21.17]你是我一首唱不完的歌
[02:42.05]看不穿是你失落的魂魄
[02:49.05]猜不透是你瞳孔的颜色
[02:55.38]一阵风一场梦
[02:58.79]爱是生命的莫测
[03:02.40]你的心到底被什么蛊惑
[03:09.38]你的轮廓在黑夜之中淹没
[03:16.01]看桃花开出怎样的结果
[03:23.19]看着你抱着我
[03:26.29]目光比月色寂寞
[03:29.70]就让你在别人怀里快乐
[03:36.85]爱着你像心跳难触摸
[03:43.69]画着你画不出你的骨骼
[03:50.44]记着你的脸色
[03:53.70]是我等你的执着
[03:57.11]你是我一首唱不完的歌
[05:31.58]你的轮廓在黑夜之中淹没
[05:38.46]看桃花开出怎样的结果
[05:45.31]看着你抱着我
[05:48.56]目光比月色寂寞
[05:52.02]就让你在别人怀里快乐
[05:59.21]爱着你像心跳难触摸
[06:05.87]画着你画不出你的骨骼
[06:12.73]记着你的脸色
[06:15.98]是我等你的执着
[06:19.80]我的心只愿为你而割舍

                    ",画心
250,张杰,5:44," 
                       [00:00.17]张杰 - 经典咏流传(Live)
[00:01.59]作词：王维(唐)、李白(唐)、康震
[00:04.42]作曲：韩雷
[00:05.23]编曲：叶霖
[00:06.09]音乐总监：刘卓
[00:07.31]乐团：V Band
[00:08.17]键盘：刘卓、李海郡、尹岳洋
[00:09.73]PGM：尹岳洋
[00:10.59]吉他：金天、崔万平
[00:12.06]贝斯：李九君
[00:13.07]鼓手：卢炜
[00:13.88]打击乐：鲁晓
[00:14.89]和音：张炜、刘芳、关冰效、曾嵘
[00:17.43]弦乐：靳海音®弦乐团
[00:19.30]长号：皇甫少华
[00:20.62]小号：何浩诚
[00:21.69]萨克斯：吴乐天
[00:22.11]混音：周天澈 混音团队
[00:41.55]走在古城朱雀的小街
[00:48.31]听见太白唱醉的明月
[00:55.07]这是杜甫赞过的春雨
[01:01.76]王维的空山就在心里
[01:08.96]特别想念
[01:11.08]那东坡的月光
[01:15.43]梦想跟随
[01:17.71]在放翁的身旁
[01:20.95]就算我没有稼轩
[01:24.68]同一般的才华
[01:27.88]挑灯看剑咱有的是担当
[01:35.17]吟一首诗
[01:37.95]看千年经典惹人恋
[01:41.80]歌一阕词
[01:44.58]让唇齿留香满心田
[01:48.44]吟一首诗
[01:51.43]看千年经典惹人恋
[01:55.23]歌一阕词
[01:58.18]让荡气回肠咏流传
[02:34.73]走在古城朱雀的小街
[02:41.57]听见太白唱醉的明月
[02:48.30]这是杜甫赞过的春雨
[02:55.09]王维的空山就在心里
[03:01.94]特别想念
[03:04.38]那东坡的月光
[03:08.43]梦想跟随
[03:11.22]在放翁的身旁
[03:14.10]就算我没有稼轩
[03:17.64]同一般的才华
[03:21.09]挑灯看剑咱有的是担当
[03:28.42]吟一首诗
[03:31.15]看千年经典惹人恋
[03:34.95]歌一阕词
[03:37.89]让唇齿留香满心田
[03:41.69]吟一首诗
[03:44.58]看千年经典惹人恋
[03:48.39]歌一阕词
[03:51.38]让荡气回肠咏流传
[03:59.93]空山新雨后
[04:06.36]天气晚来秋
[04:13.07]明月松间照
[04:19.91]清泉石上流
[04:26.59]长安一片月
[04:33.38]万户捣衣声
[04:40.01]秋风吹不尽
[04:46.55]总是玉关情
[04:56.73]走在古城朱雀的小街
[05:03.88]听见太白唱醉的明月
[05:11.00]这是杜甫赞过的春雨
[05:18.45]王维的空山就在心里

                    ",经典咏流传
243,刘德华,4:40," 
                       [00:00.60]刘德华 - 谢谢你的爱
[00:01.60]词：林秋离
[00:02.60]曲：胡伟立
[00:32.23]不要问我
[00:35.39]一生曾经爱过多少人
[00:39.14]你不懂我伤有多深
[00:46.67]要剥开伤口总是很残忍
[00:49.98]劝你别作痴心人
[00:54.53]多情暂且保留几分
[01:01.44]不喜欢孤独
[01:04.59]却又害怕两个人相处
[01:08.59]这分明是一种痛苦
[01:15.95]在人多时候最沉默
[01:19.81]笑容也寂寞
[01:23.42]在万丈红尘中
[01:25.52]啊找个人爱我
[01:30.63]当我避开你的柔情后
[01:33.38]泪开始坠落
[01:38.13]是不敢不想不应该
[01:41.50]再谢谢你的爱
[01:45.30]我不得不存在
[01:47.95]啊像一颗尘埃
[01:52.88]还是会带给你伤害
[02:00.24]是不敢不想不应该
[02:03.75]再谢谢你的爱
[02:07.60]我不得不存在
[02:10.05]啊在你的未来
[02:14.72]最怕这样就是
[02:15.97]带给你永远的伤害
[02:52.10]不喜欢孤独
[02:55.05]却又害怕两个人相处
[02:59.06]这分明是一种痛苦
[03:06.51]在人多时候最沉默
[03:10.27]笑容也寂寞
[03:13.92]在万丈红尘中
[03:15.97]啊找个人爱我
[03:21.13]当我避开你的柔情后
[03:23.83]泪开始坠落
[03:28.63]是不敢不想不应该
[03:32.09]再谢谢你的爱
[03:35.94]我不得不存在
[03:38.14]啊像一颗尘埃
[03:43.00]还是会带给你伤害
[03:50.65]是不敢不想不应该
[03:54.41]再谢谢你的爱
[03:58.07]我不得不存在
[04:00.42]啊在你的未来
[04:05.22]最怕这样就是
[04:06.47]带给你永远的伤害

                    ",谢谢你的爱 (国语版)
