index,singer,time,lyric,song
113,陈慧娴,5:00," 
                       [00:00.27]陈慧娴 - 千千阕歌
[00:03.00]词：林振强
[00:04.17]曲：马饲野康二
[00:15.91]徐徐回望
[00:18.38]曾属于彼此的晚上
[00:23.18]红红仍是你
[00:25.34]赠我的心中艳阳
[00:29.88]如流傻泪
[00:32.46]祈望可体恤兼见谅
[00:37.00]明晨离别你
[00:39.51]路也许孤单得漫长
[00:44.01]一瞬间 太多东西要讲
[00:47.66]可惜即将在各一方
[00:50.83]只好深深把这刻尽凝望
[00:57.36]来日纵使千千阙歌
[01:00.84]飘于远方我路上
[01:04.34]来日纵使千千晚星
[01:07.95]亮过今晚月亮
[01:11.97]都比不起这宵美丽
[01:15.51]亦绝不可使我更欣赏
[01:19.11]Ah 因你今晚共我唱
[01:58.38]临行临别
[02:00.73]才顿感哀伤的漂亮
[02:05.37]原来全是你
[02:07.87]令我的思忆漫长
[02:12.28]何年何月
[02:14.89]才又可今宵一样
[02:19.42]停留凝望里
[02:21.93]让眼睛讲彼此立场
[02:26.49]当某天 雨点轻敲你窗
[02:29.98]当风声吹乱你构想
[02:33.18]可否抽空想这张旧模样
[02:39.81]来日纵使千千阙歌
[02:43.26]飘于远方我路上
[02:46.93]来日纵使千千晚星
[02:50.35]亮过今晚月亮
[02:54.37]都比不起这宵美丽
[02:57.84]亦绝不可使我更欣赏
[03:01.45]Ah 因你今晚共我唱
[03:21.56]Ah 怎都比不起这宵美丽
[03:26.16]亦绝不可使我更欣赏
[03:29.61]因今宵的我可共你唱
[03:36.43]来日纵使千千阙歌
[03:39.77]飘于远方我路上
[03:43.31]来日纵使千千晚星
[03:46.83]亮过今晚月亮
[03:50.86]都比不起这宵美丽
[03:54.41]亦绝不可使我更欣赏
[03:57.97]Ah 因你今晚共我唱
[04:04.57]来日纵使千千阙歌
[04:08.00]飘于远方我路上
[04:11.61]来日纵使千千晚星
[04:15.20]亮过今晚月亮
[04:19.13]都比不起这宵美丽
[04:22.73]都洗不清今晚我所想
[04:26.17]因不知哪天再共你唱

                    ",千千阕歌
192,孙子涵,3:57," 
                       [00:00.09]孙子涵 - 回忆那么伤
[00:00.44]作词：蒋蒋
[00:03.61]作曲：蒋蒋
[00:08.98]幻想过地久天长
[00:13.08]憧憬过地老天荒
[00:17.82]你说爷爷住的老弄堂
[00:22.59]古旧的模样
[00:26.48]你说你温柔善良
[00:30.97]我怨我内心要强
[00:35.41]我曾许你一生的远方
[00:40.17]却被时间流放
[00:45.83]我们都太假装 让回忆那么伤
[00:50.18]连后来想起这段青春
[00:52.77]泛起了泪光
[00:54.64]爱是有多荒唐 恨也能醉人肠
[00:59.05]我忘了自己
[01:00.41]忘了和你那晚的月光
[01:03.50]我们都不原谅 在回忆里逞强
[01:08.19]到头来谁会埋怨对方 将自己捆绑
[01:12.39]我还痴心妄想 能对你诉衷肠
[01:16.79]我细数过往
[01:18.20]回忆里的疤痕那么长 累积成伤
[01:44.39]你说你温柔善良
[01:48.76]我怨我内心要强
[01:53.24]我曾许你一生的远方
[01:57.89]却被时间流放
[02:01.28]我们都太假装 让回忆那么伤
[02:05.69]连后来想起这段青春
[02:08.22]泛起了泪光
[02:10.10]爱是有多荒唐 恨也能醉人肠
[02:14.54]我忘了自己
[02:15.96]忘了和你那晚的月光
[02:19.40]我们都不原谅 在回忆里逞强
[02:23.44]到头来谁会埋怨对方 将自己捆绑
[02:27.90]我还痴心妄想 能对你诉衷肠
[02:32.35]我细数过往
[02:33.77]回忆里的疤痕那么长 累积成伤
[02:54.64]我们都太假装 让回忆那么伤
[02:59.04]连后来想起这段青春
[03:01.57]泛起了泪光
[03:03.49]爱是有多荒唐 恨也能醉人肠
[03:07.90]我忘了自己
[03:09.31]忘了和你那晚的月光
[03:12.40]我们都不原谅 在回忆里逞强
[03:16.81]到头来谁会埋怨对方 将自己捆绑
[03:21.36]我还痴心妄想 能对你诉衷肠
[03:25.71]我细数过往
[03:27.12]回忆里的疤痕那么长 累积成伤

                    ",回忆那么伤
190,林俊杰、G.E.M.邓紫棋,4:40," 
                       [00:01.45]作词：林怡凤
[00:01.65]作曲：林俊杰
[00:02.65]林：你眼眶超载的眼泪
[00:17.96]乘客是绝望和心碎
[00:21.71]我可以看见你忍住伤悲
[00:27.67]那一双爱笑眼睛不适合皱眉
[00:33.47]邓：你目光独有的温暖
[00:40.17]是不会熄灭的明天
[00:44.02]我可以感觉
[00:46.72]你没有说出口的安慰
[00:50.58]远比我失去的更加珍贵
[00:55.13]林：手心的蔷薇
[01:03.26]邓：刺伤而不自觉
[01:05.76]林：你值得被疼爱
[01:07.92]邓：你懂我的期待
[01:11.12]林：绚烂后枯萎
[01:13.98]邓：经过几个圆缺
[01:16.93]合：有我 你 在
[01:22.13]邓：你埋藏的蔷薇
[01:24.82]林：你动人的香味
[01:27.83]邓：是最好的你
[01:29.68]合：陪我盼我接受世界
[01:34.48]不完美另一面多美
[01:42.82]林：指纹写下所有遇见
[01:55.19]你留着
[01:55.89]合：心碎那一页
[01:58.74]林：骄傲的展现你真无所谓
[02:03.50]邓：无所谓
[02:04.50]林：偶尔放纵的泪
[02:06.92]像汹涌的海水
[02:09.53]邓：我学着一个人存在
[02:15.38]林：I'm here
[02:16.94]邓：关上灯
[02:17.95]合：比较不孤单
[02:20.60]邓：你给的力量
[02:23.58]让我在夜里安心入睡
[02:27.33]就算没有人心疼我的泪
[02:34.49]林：手心的蔷薇
[02:37.21]邓：刺伤而不自觉
[02:39.33]林：你值得被疼爱
[02:42.58]邓：你懂我的期待
[02:45.28]林：绚烂后枯萎
[02:48.09]邓：经过几个圆缺
[02:50.84]合：有我 你 在 哦
[02:56.24]邓：你埋藏的蔷薇
[02:58.55]林：你动人的香味
[03:01.75]邓：是最好的你
[03:03.51]合：陪我盼我接受世界
[03:08.41]不完美另一面多美
[03:17.35]林：手心的蔷薇
[03:21.31]邓：哦
[03:23.89]林：是带刺的纪念
[03:27.12]邓：哦
[03:28.47]林：耶
[03:29.92]整理好眼泪
[03:32.83]合：I am here
[03:39.13]陪我 你 盼我 你
[03:40.88]接受世界
[03:42.26]太虚伪太善变不完美
[03:47.33]天会黑心会累
[03:50.08]耶耶
[03:52.43]有我 你 在什么都无畏
[04:01.43]林：别害怕
[04:05.23]邓：握太紧
[04:06.53]林：放手
[04:07.68]邓：蔷薇
[04:09.03]合：伤痕累累
[04:14.58]这世界有你
[04:20.93]无畏

                    ",手心的蔷薇
189,花姐,4:51," 
                       [00:00.49]花姐 - 最远的你是我最近的爱
[00:02.83]作词：沈陵
[00:03.69]作曲：史俊鹏
[00:32.52]夜已沉默
[00:35.77]心事向谁说
[00:39.43]不肯回头
[00:42.73]所有的爱都错过
[00:46.38]别笑我懦弱
[00:49.83]我始终不能猜透
[00:53.42]为何人生淡漠
[01:00.58]风雨之后
[01:03.97]无所谓拥有
[01:07.53]萍水相逢
[01:11.03]你却给我那么多
[01:14.74]你挡住寒冬
[01:18.09]温暖只保留给我
[01:21.64]风霜寂寞
[01:24.73]凋落在你的怀中
[01:29.78]人生风景在游走
[01:33.02]每当孤独我回首
[01:36.63]你的爱总在不远地方等着我
[01:43.72]岁月如流在穿梭
[01:47.22]喜怒哀乐我深锁
[01:50.82]只因有你在天涯尽头等着我
[02:27.01]夜已沉默
[02:30.42]心事向谁说
[02:34.12]不肯回头
[02:37.52]所有的爱都错过
[02:41.17]别笑我懦弱
[02:44.67]我始终不能猜透
[02:48.12]为何人生淡漠
[02:55.28]风雨之后
[02:58.78]无所谓拥有
[03:02.28]萍水相逢
[03:05.73]你却给我那么多
[03:09.28]你挡住寒冬
[03:12.78]温暖只保留给我
[03:16.29]风霜寂寞
[03:19.68]凋落在你的怀中
[03:24.35]人生风景在游走
[03:27.79]每当孤独我回首
[03:31.39]你的爱总在不远地方等着我
[03:38.28]岁月如流在穿梭
[03:41.78]喜怒哀乐我深锁
[03:45.46]只因有你在天涯尽头等着我
[03:52.51]人生风景在游走
[03:55.95]每当孤独我回首
[03:59.50]你的爱总在不远地方等着我
[04:06.61]岁月如流在穿梭
[04:09.91]喜怒哀乐我深锁
[04:13.73]只因有你在天涯尽头等着我

                    ",最远的你是我最近的爱
191,范晓萱,2:50," 
                       [00:00.36]范晓萱 - 我爱洗澡
[00:02.56]词：姚艳萍
[00:03.56]曲：王嘉晨
[00:03.80]噜啦啦噜啦啦噜啦噜啦咧
[00:07.23]噜啦噜啦噜啦噜啦噜啦咧
[00:10.93]噜啦啦噜啦啦噜啦噜啦咧
[00:14.23]噜啦噜啦噜啦咧
[00:18.30]我爱洗澡乌龟跌倒
[00:20.48]幺幺幺幺
[00:21.72]小心跳蚤好多泡泡
[00:24.17]幺幺幺幺
[00:25.27]潜水艇在祷告
[00:32.43]我爱洗澡皮肤好好
[00:34.37]幺幺幺幺
[00:36.03]带上浴帽唱唱跳跳
[00:38.14]幺幺幺幺
[00:39.52]美人鱼想逃跑
[00:46.33]上冲冲下洗洗
[00:48.18]左搓搓右揉揉
[00:50.29]有空再来握握手
[00:53.48]上冲冲下洗洗
[00:55.33]左搓搓右揉揉
[00:57.18]我家的浴缸好好坐
[01:04.19]噜啦啦噜啦啦噜啦噜啦咧
[01:07.29]噜啦噜啦噜啦噜啦噜啦咧
[01:11.01]噜啦啦噜啦啦噜啦噜啦咧
[01:14.21]噜啦噜啦噜啦咧
[01:18.26]我爱洗澡乌龟跌倒
[01:20.80]幺幺幺幺
[01:21.80]小心跳蚤好多泡泡
[01:24.07]幺幺幺幺
[01:25.42]潜水艇在祷告
[01:32.49]我爱洗澡皮肤好好
[01:34.78]幺幺幺幺
[01:35.87]带上浴帽唱唱跳跳
[01:38.39]幺幺幺幺
[01:39.64]美人鱼想逃跑
[01:46.40]上冲冲下洗洗
[01:48.31]左搓搓右揉揉
[01:50.81]有空再来握握手
[01:53.41]上冲冲下洗洗
[01:55.26]左搓搓右揉揉
[01:57.07]我家的浴缸好好坐
[02:04.16]上冲冲下洗洗
[02:05.96]左搓搓右揉揉
[02:07.98]有空再来握握手
[02:11.18]上冲冲下洗洗
[02:12.98]左搓搓右揉揉
[02:14.73]我家的浴缸好好坐
[02:21.68]噜啦啦噜啦啦噜啦噜啦咧
[02:25.08]噜啦噜啦噜啦噜啦噜啦咧
[02:28.83]噜啦啦噜啦啦噜啦噜啦咧
[02:32.07]噜啦噜啦噜啦咧
[02:35.67]噜啦噜啦咧
[02:39.67]噜啦噜啦咧

                    ",我爱洗澡
188,陶喆,4:22," 
                       [00:00.08]陶喆 - 就是爱你
[00:00.20]词：娃娃
[00:00.30]曲：陶喆
[00:26.72]我一直都想对你说
[00:31.01]你给我想不到的快乐
[00:35.95]像绿洲给了沙漠
[00:39.47]说你会永远陪着我
[00:43.95]做我的根我翅膀
[00:46.85]让我飞也有回去的窝
[00:53.22]我愿意我也可以
[00:58.64]付出一切也不会可惜
[01:05.18]就在一起看时间流逝
[01:11.53]要记得我们相爱的方式
[01:18.52]就是爱你爱着你
[01:22.49]有悲有喜
[01:25.82]有你平淡也有了意义
[01:31.46]就是爱你爱着你
[01:35.44]甜蜜又安心
[01:41.21]那种感觉就是你
[01:57.54]我一直都想对你说
[02:01.84]你给我想不到的快乐
[02:06.73]像绿洲给了沙漠
[02:10.31]说你会永远陪着我
[02:14.88]做我的根我翅膀
[02:17.68]让我飞也有回去的窝
[02:23.38]我愿意真的愿意
[02:29.45]付出所有也要保护你
[02:36.30]在一起时间继续流逝
[02:42.38]请记得我有多么的爱你
[02:49.30]就是爱你爱着你
[02:53.30]不弃不离
[02:56.57]不在意一路有多少风雨
[03:02.24]就是爱你爱着你
[03:06.36]放在你手心
[03:11.59]灿烂的幸福全给你
[03:15.48]就是爱你爱着你
[03:19.23]不弃不离
[03:22.52]不在意一路有多少风雨
[03:28.21]就是爱你爱着你
[03:32.61]放在你手心
[03:37.51]灿烂的幸福全给你
[03:41.12]就是爱你爱着你
[03:45.40]我都愿意
[03:47.70]就是爱你爱着你
[03:51.77]要我们在一起
[03:54.15]就是爱你爱着你
[03:58.17]我都愿意
[04:00.55]就是爱你爱着你
[04:04.42]要我们在一起
[04:07.22]就是爱你爱着你
[04:11.19]我都愿意

                    ",就是爱你
187,蒋雪儿,3:38," 
                       [00:00.08]蒋雪儿 - 爱河
[00:00.98]作词：许云上
[00:02.03]作曲：许云上
[00:02.98]编曲：尤起胜
[00:04.08]混音：侯春阳
[00:05.03]制作人：尤起胜
[00:28.47]翻开了我
[00:30.98]已经褪了色的相册
[00:34.43]再也看不到彩虹的颜色
[00:40.94]虽然模糊了你
[00:44.24]但我看清了自己
[00:47.68]守在诺言里骗着自己
[00:53.88]Ho为什么
[00:55.51]说不出口
[00:58.01]难道分手就不能做朋友
[01:00.88]为什么
[01:02.13]你要远走
[01:04.59]难道这就是你分手的借口
[01:07.73]如果让你重新来过
[01:11.16]你会不会爱我
[01:14.34]爱情让人拥有快乐
[01:17.63]也会带来折磨
[01:20.98]曾经和你一起走过
[01:24.33]传说中的爱河
[01:27.83]已经被我泪水淹没
[01:30.91]变成痛苦的爱河
[02:00.90]虽然模糊了你
[02:04.25]但我看清了自己
[02:07.57]守在诺言里骗着自己
[02:13.92]Ho为什么
[02:15.57]说不出口
[02:18.07]难道分手就不能做朋友
[02:21.04]为什么
[02:22.24]你要远走
[02:24.62]难道这就是你分手的借口
[02:27.70]如果让你重新来过
[02:31.02]你会不会爱我
[02:34.33]爱情让人拥有快乐
[02:37.69]也会带来折磨
[02:40.89]曾经和你一起走过
[02:44.30]传说中的爱河
[02:47.80]已经被我泪水淹没
[02:50.95]变成痛苦的爱河
[02:54.37]如果让你重新来过
[02:57.57]你会不会爱我
[03:01.02]爱情让人拥有快乐
[03:04.25]也会带来折磨
[03:07.55]曾经和你一起走过
[03:10.85]传说中的爱河
[03:14.11]已经被我泪水淹没
[03:17.61]变成痛苦的爱河

                    ",爱河
186,张韶涵,5:37," 
                       [00:00.54]张韶涵 - 再见青春(Live)
[00:01.90]作词：汪峰
[00:02.65]作曲：汪峰
[00:03.35]原唱：汪峰
[00:04.06]编曲：龙隆
[00:04.82]Program：陈诗牧
[00:05.67]制作人：龙隆
[00:06.73]小号：何浩诚
[00:07.78]美声：蓝莹莹
[00:08.89]吉他：龙隆
[00:36.71]我将在深秋的黎明出发
[00:44.29]伴着铁皮车厢的摇晃
[00:52.19]伴着野菊花开的芬芳
[01:00.45]在梦碎的黎明出发
[01:07.70]再见青春
[01:10.17]再见美丽的疼痛
[01:15.45]再见青春
[01:18.97]永恒的迷惘
[01:26.42]雨会从记忆的指间滑落
[01:34.13]带着血中曼舞的青鸟
[01:42.18]带着风中悲鸣的草帽
[01:50.24]从燃烧的风中滑落
[01:57.29]再见青春
[02:00.16]再见美丽的疼痛
[02:05.29]再见青春
[02:08.92]永远的故乡
[02:13.25]再见青春
[02:16.27]再见灿烂的忧伤
[02:21.36]再见青春
[02:24.83]永恒的迷惘
[02:34.70]我曾随迷失的航船沉没
[02:42.23]陷入璀璨虚空的碎梦
[02:50.13]沉入乱欲冰封的深谷
[02:58.49]随烂漫的星群沉没
[03:26.51]我看着满目疮痍的繁华
[03:34.16]感到痛彻心扉的惆怅
[03:42.18]听着心在爆裂地巨响
[03:50.24]陷入深不见底的悲伤
[03:57.29]再见青春
[04:00.10]再见美丽的疼痛
[04:05.26]再见青春
[04:08.78]永远的故乡
[04:13.35]再见青春
[04:16.12]再见灿烂的忧伤
[04:21.31]再见青春
[04:24.64]永恒的迷惘
[04:29.17]再见青春
[04:32.40]我不会再疼痛
[04:37.33]再见青春
[04:40.61]回不去的故乡
[04:45.29]再见青春
[04:48.17]一路芬芳的忧伤
[04:53.30]再见青春
[05:03.03]永恒的迷惘
[05:15.55]永恒的

                    ",再见青春 (Live)
185,张杰,5:04," 
                       [00:06.96]作词：苟庆、曹轩宾
[00:12.71]作曲：曹轩宾
[00:18.17]推开窗
[00:19.42]看见星星
[00:21.12]依然守在夜空中
[00:26.12]心中不免多了些
[00:29.58]暖暖的感动
[00:34.38]一闪一闪的光
[00:38.58]努力把黑夜点亮
[00:43.44]气氛如此安详
[00:50.19]你在我的生命中
[00:53.10]是那最闪亮的星
[00:58.15]一直在无声夜空
[01:01.15]守护着我们的梦
[01:06.36]这世界那么大
[01:10.42]我的爱只想要你懂
[01:15.63]陪伴我无尽旅程
[01:21.43]你知道我的梦
[01:23.48]你知道我的痛
[01:25.49]你知道我们感受都相同
[01:29.39]就算有再大的风
[01:31.64]也挡不住勇敢的冲动
[01:37.35]努力的往前飞
[01:39.45]再累也无所谓
[01:41.41]黑夜过后的光芒有多美
[01:45.31]分享你我的力量
[01:47.61]就能把对方的路照亮
[02:10.22]我想我们都一样
[02:13.17]渴望梦想的光芒
[02:18.12]这一路喜悦彷徨
[02:21.13]不要轻易说失望
[02:26.43]回到最初时光
[02:30.44]当时的你多么坚强
[02:35.54]那鼓励让我难忘
[02:41.45]你知道我的梦
[02:43.45]你知道我的痛
[02:45.45]你知道我们感受都相同
[02:49.41]就算有再大的风
[02:51.61]也挡不住勇敢的冲动
[02:57.42]努力的往前飞
[02:59.47]再累也无所谓
[03:01.43]黑夜过后的光芒有多美
[03:05.29]分享你我的力量
[03:07.59]就能把对方的路照亮
[03:29.46]你知道我的梦
[03:31.51]你知道我的痛
[03:33.51]你知道我们感受都相同
[03:37.42]就算有再大的风
[03:39.62]也挡不住勇敢的冲动
[03:45.37]努力的往前飞
[03:47.42]再累也无所谓
[03:49.43]黑夜过后的光芒有多美
[03:53.43]分享你我的力量
[03:55.63]就能把对方的路照亮
[04:01.48]你知道我的梦
[04:03.43]你知道我的痛
[04:05.44]你知道我们感受都相同
[04:09.42]就算有再大的风
[04:11.62]也挡不住勇敢的冲动
[04:17.42]努力的往前飞
[04:19.42]再累也无所谓
[04:21.47]黑夜过后的光芒有多美
[04:25.33]分享你我的力量
[04:27.63]就能把对方的路照亮

                    ",我们都一样 (Live)
183,Queen,2:03," 
                       [00:00.31]Queen - We Will Rock You (我们将击败你)
[00:02.79]Written by：Brian May
[00:12.90]Buddy you're a boy make a big noise
[00:14.81]Playing in the street gonna be a big man some day
[00:18.09]You got mud on yo' face
[00:20.04]You big disgrace
[00:21.51]Kickin' your can all over the place
[00:24.24]Singing
[00:24.63]We will we will rock you
[00:30.50]We will we will rock you
[00:36.46]Buddy you're a young man hard man
[00:38.50]Shouting in the street gonna take on the world some day
[00:41.68]You got blood on yo' face
[00:43.67]You big disgrace
[00:45.05]Wavin' your banner all over the place
[00:48.06]We will we will rock you
[00:52.84]Sing it now
[00:54.00]We will we will rock you
[01:00.12]Buddy you're an old man poor man
[01:02.11]Pleadin' with your eyes gonna make you some peace some day
[01:05.31]You got mud on your face
[01:07.18]Big disgrace
[01:08.50]Somebody betta put you back into your place
[01:11.53]We will we will rock you
[01:15.92]Sing it
[01:17.54]We will we will rock you
[01:22.97]Everybody
[01:23.33]We will we will rock you
[01:29.32]We will we will rock you
[01:34.79]Alright

                    ",We Will Rock You (我们将击败你)
182,谭咏麟,4:52," 
                       [00:00.00]谭咏麟 - 讲不出再见
[00:00.38]词：向雪怀
[00:01.25]曲：Cho Yong Pil/Senk Kazuya
[00:02.56]编曲：杜自持
[00:30.38]是对是错也好不必说了
[00:36.77]是怨是爱也好不须揭晓
[00:43.63]何事更重要 比两心的需要
[00:49.77]柔情蜜意怎么可缺少
[00:56.60]是进是退也好有若狂潮
[01:03.16]是痛是爱也好不须发表
[01:09.87]曾为你愿意 我梦想都不要
[01:15.91]流言自此心知不会少
[01:22.90]这段情 越是浪漫越美妙
[01:30.58]离别最是吃不消
[01:35.38]我最不忍看你 背向我转面
[01:42.49]要走一刻请不必诸多眷恋
[01:48.49]浮沉浪似人潮 哪会没有思念
[01:55.36]你我伤心到讲不出再见
[02:15.69]是进是退也好有若狂潮
[02:22.05]是痛是爱也好不须发表
[02:28.75]曾为你愿意 我梦想都不要
[02:34.84]流言自此心知不会少
[02:41.77]这段情 越是浪漫越美妙
[02:49.36]离别最是吃不消
[02:54.38]我最不忍看你 背向我转面
[03:01.28]要走一刻请不必诸多眷恋
[03:07.33]浮沉浪似人潮 哪会没有思念
[03:14.41]你我伤心到讲不出再见
[03:36.36]我最不忍看你 背向我转面
[03:43.15]要走一刻请不必诸多眷恋
[03:49.26]浮沉浪似人潮 哪会没有思念
[03:56.22]你我伤心到讲不出再见
[04:02.43]我最不忍看你 背向我转面
[04:09.37]要走一刻请不必诸多眷恋
[04:15.50]浮沉浪似人潮 哪会没有思念
[04:22.49]你我伤心到讲不出再见

                    ",讲不出再见
180,陈百强,3:32," 
                       [00:00.38]陈百强 - 偏偏喜欢你
[00:02.60]作词：郑国江
[00:03.97]作曲：陈百强
[00:14.71]愁绪挥不去苦闷散不去
[00:21.10]为何我心一片空虚
[00:26.82]感情已失去一切都失去
[00:33.00]满腔恨愁不可消除
[00:38.98]为何你的嘴里总是那一句
[00:45.31]为何我的心不会死
[00:50.74]明白到爱失去一切都不对
[00:57.27]我又为何偏偏喜欢你
[01:03.42]爱已是负累
[01:06.40]相爱似受罪
[01:09.76]心底如今满苦泪
[01:15.43]旧日情如醉此际怕再追
[01:22.14]偏偏痴心想见你
[01:27.56]为何我心分秒想着过去
[01:33.63]为何你一点都不记起
[01:39.15]情义已失去恩爱都失去
[01:45.55]我却为何偏偏喜欢你
[02:15.79]爱已是负累
[02:18.74]相爱似受罪
[02:22.03]心底如今满苦泪
[02:27.75]旧日情如醉此际怕再追
[02:34.40]偏偏痴心想见你
[02:40.03]为何我心分秒想着过去
[02:46.22]为何你一点都不记起
[02:51.60]情义已失去恩爱都失去
[02:58.01]我却为何偏偏喜欢你
[03:03.73]情义已失去恩爱都失去
[03:09.97]我却为何偏偏喜欢你

                    ",偏偏喜欢你
184,薛之谦,4:13," 
                       [00:00.74]薛之谦 - 丑八怪 (《如果我爱你》电视剧插曲)
[00:00.70]词：甘世佳
[00:00.80]曲：李荣浩
[00:00.90]编曲：李荣浩
[00:20.37]如果世界漆黑 其实我很美
[00:24.09]在爱情里面进退 最多被消费
[00:27.91]无关痛痒的是非
[00:29.91]又怎么不对 无所谓
[00:36.08]如果像你一样 总有人赞美
[00:39.53]围绕着我的卑微 也许能消退
[00:43.47]其实我并不在意 有很多机会
[00:46.94]像巨人一样的无畏
[00:49.75]放纵我 心里的鬼
[00:51.37]可是我不配
[00:54.62]丑八怪 能否别把灯打开
[01:02.23]我要的爱 出没在
[01:06.72]漆黑一片的舞台
[01:09.73]丑八怪 在这暧昧的时代
[01:17.84]我的存在 像意外
[01:38.04]有人用一滴泪 会红颜祸水
[01:41.59]有人丢掉称谓 什么也不会
[01:45.39]只要你足够虚伪 就不怕魔鬼 对不对
[01:53.57]如果剧本写好 谁比谁高贵
[01:56.93]我只能沉默以对 美丽本无罪
[02:00.74]当欲望开始贪杯 有更多机会
[02:04.30]像尘埃一样的无畏 化成灰 谁认得谁
[02:08.79]管他配不配
[02:12.22]丑八怪 能否别把灯打开
[02:19.71]我要的爱 出没在
[02:24.08]漆黑一片的舞台
[02:27.14]丑八怪 在这暧昧的时代
[02:35.31]我的存在 不意外
[03:02.32]丑八怪 其实见多就不怪
[03:10.18]放肆去high 用力踩
[03:14.30]那不堪一击的洁白
[03:17.48]丑八怪 这是我们的时代
[03:25.71]我不存在 才意外

                    ",丑八怪
181,樊竹青,2:06," 
                       [00:00.86]樊竹青 - 蓝精灵
[00:01.97]作词：瞿琮
[00:02.78]作曲：郑秋枫
[00:12.40]在那山的那边 海的那边
[00:14.78]有一群蓝精灵
[00:16.90]他们活泼又聪明
[00:19.13]他们调皮又伶俐
[00:21.46]他们自由自在 生活在那
[00:23.99]绿色的大森林
[00:26.07]他们善良勇敢 相互都关心
[00:30.37]喔 可爱的蓝精灵
[00:35.03]喔 可爱的蓝精灵
[00:40.23]他们齐心合力 开动脑筋
[00:42.51]斗败了格格巫
[00:44.63]他们唱歌跳舞
[00:45.95]快乐多欢欣
[01:00.84]在那山的那边 海的那边
[01:03.26]有一群蓝精灵
[01:05.34]他们活泼又聪明
[01:07.61]他们调皮又伶俐
[01:09.89]他们自由自在 生活在那
[01:12.47]绿色的大森林
[01:14.55]他们善良勇敢 相互都关心
[01:19.15]喔 可爱的蓝精灵
[01:23.41]喔 可爱的蓝精灵
[01:28.57]他们齐心合力 开动脑筋
[01:31.00]斗败了格格巫
[01:33.08]他们唱歌跳舞
[01:34.60]快乐多欢欣
[01:37.54]喔 可爱的蓝精灵
[01:41.89]喔 可爱的蓝精灵
[01:46.91]他们齐心合力 开动脑筋
[01:49.34]斗败了格格巫
[01:52.58]他们唱歌跳舞
[01:54.00]快乐多欢欣

                    ",蓝精灵
214,高安、郑莉莉,4:15," 
                       [00:00.62]高安、郑莉莉 - 我是否在你心中
[00:03.30]作词：高安
[00:04.31]作曲：张锦华、高安
[00:25.93]男：默默的等
[00:34.37]等你在红尘中
[00:38.08]等你的心
[00:41.47]每天把你梦
[00:43.45]女：难舍这份情
[00:47.67]难舍我的梦
[00:51.60]越等越冷越心痛
[00:55.34]男：无论风雨中
[00:59.95]女：无论世间多冰冷
[01:03.33]合：我的心里早已把你深种
[01:08.38]男：我问问雨
[01:13.54]女：我问问风
[01:16.58]合：我是否也在你梦中
[01:22.57]男：我问问雨
[01:26.88]女：我问问风
[01:30.78]合：我是否也在你心中
[02:03.12]男：默默的等
[02:07.63]等你在红尘中
[02:11.39]等你的心
[02:14.81]每天把你梦
[02:16.73]女：难舍这份情
[02:20.98]难舍我的梦
[02:24.71]越等越冷越心痛
[02:28.79]男：无论风雨中
[02:33.30]女：无论世间多冰冷
[02:36.58]合：我的心里早已把你深种
[02:42.20]男：我问问雨
[02:46.76]女：我问问风
[02:49.89]合：我是否也在你梦中
[02:55.10]男：我问问雨
[03:00.49]女：我问问风
[03:04.04]合：我是否也在你心中
[03:08.97]男：无论风雨中
[03:13.22]女：无论世间多冰冷
[03:16.62]合：我的心里早已把你深种
[03:21.78]男：我问问雨
[03:26.79]女：我问问风
[03:29.98]合：我是否也在你梦中
[03:36.24]男：我问问雨
[03:40.14]女：我问问风
[03:43.58]合：我是否也在你心中

                    ",我是否也在你心中
